"source_sheet","source_row","section","item","sub_item","prev_metric","current_metric","activity_this_week","next_plan","completed_date","target_date","target_value","request_notes"
"2026-02-13","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. WM+PM+TS+BM 통합 Rerank 노드 추가
  : 정밀도 향상을 위한 기반 환경 구축
  --> 정답 순위가 낮아짐에 따라 정확도 2% 가량 상승

2. 문서 종류 (WM, PM, TS, BM) 간 유사도 Score 표준화
  : 업무매뉴얼이 다수의 검색 단계를 거치다보니 곱셈에 의해 낮은 점수 형성
  : 업무매뉴얼의 순위를 높이면서 타 문서 종류에 영향을 주지 않도록 표준화
  --> 업무 매뉴얼의 낮은 순위로 인해 발생된 오류 건 정답 전환율 1.5% 내외

3. 최종 통합 Rerank 노드 추가 : 최종 Top-k 20으로 감소
  --> 정밀도 향상, 정확도 변화 미미
4. Two-stage reasoning 제거 : 프롬프트 엔지니어링으로 커버링 --> 응답 시간 감소","1. Rerank 모델 교체 --> BGE-m2 Rerank 모델 

2. 통합 Rerank 노드 Top-k 변경 실험
  : 정답 Chunk 순위 향상에 따라 낮은 순위의 Chunk 절삭

3. 응답 속도 개선 실험
  : 핵심 정보 추출 노드 제거 --> LLM 호출 횟수 절감, 응답속도 개선

4. (현업 요청사항) 답변 생성 출처 및 근거 생성 위한 Workflow 변경 실험
  - Qwen3 가 답변을 만들어낸 논리적 이유 및 참고 Chunk 추출 실험","02월 13일","02월 27일","",""
"2026-02-13","8","답변","업무 매뉴얼","","","","1. 프롬프트 단순화,추상화
  --> 응답 속도 향상, 정확도 변화 미미, 추가 프롬프트 엔지니어링 수행을 위한
       프롬프트 추가 변경 공간 확보
2. Chunk Attention 엔지니어링 실험
  - 모든 Chunk를 순회하며 해당 Chunk가 질문에 대한 답변을 찾을 수 있는지
    프롬프트에서 Top3 검출, Top3를 주로 이용하도록 지시 프롬프팅","1. Chunk Retrieve 개수 정리 (15건으로 줄이기)
  - 정답 Chunk의 Context Windows 에 등록된 순위 상승 유도, 답변 개선 예상
2.","02월 13일","02월 27일","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-02-13","9","답변","PC 매뉴얼","","","","1. PC 매뉴얼 RAG 정확도 향상을 위한 파라미터 조정
  - 기본 70% 정확도 도출
  --> PC 매뉴얼의 프롬프트 개선 작업 통해 LLM Judge 기준 70% 가량 진행","1. RAG 매칭율 향상을 위해 PC 매뉴얼의 Hybrid Search 기능 테세트","02월 13일","02월 27일","",""
"2026-02-13","10","답변","상담스크립트","","","","1. 상담 스크립트 용 별도 Query Expansion 테스트
  - 질의 키워드와 대화 내용 간의 유사성 증대 방안 테스트
  --> 실패, 전체적으로 성능 향상이 기대에 미치지 못하고 3~4% 증감","1. (관련 Vector Database 사용 경험 없는 인월) 키워드 검색(BM25) 만 활용하여
   응답 순위 향상 및 정밀도 향상

2. 상담 스크립트를 RAG 없이 도메인 분류 프롬프트와 유사한 분류 문제로 90% 이상 달성 목표","02월 13일","02월 27일","",""
"2026-02-13","11","답변","상품매뉴얼","","","","1. 상품명 기반 질의 Routing
  - 상품명이 질의 내에 있을 경우 상품 매뉴얼 Chunk의 Score 향상","1. Baseline 프롬프트 응답 관련 인수인계 수행 (김기태 Role out)","02월 13일","02월 27일","",""
"2026-02-13","12","답변","사업방법서","","","","1. 기본 답변 프롬프트 개선 방향 수립  (Workflow3.8.26)
  - 업무 매뉴얼과의 영향도 분석","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","02월 13일","02월 27일","",""
"2026-02-13","13","답변","약관","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","02월 27일","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-02-13","14","답변","멀티턴 답변","","","","1. 학습 및 검증세트 수급","1. 데이터 기본 분석
  - Baseline 정확도 재검 및 실패 사례 분석","","02월 27일","",""
"2026-02-13","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","","02월 27일","","예측질의 학습 질답 세트 제공 요청"
"2026-02-13","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","","02월 27일","","유도질의 학습 질답 세트 제공 요청"
"2026-02-13","17","요약","공통","","","","","","","02월 27일","",""
"2026-02-13","18","요약","이전상담 요약","","","","","","","02월 27일","",""
"2026-02-13","19","요약","직전상담 요약","","","","","","","02월 27일","",""
"2026-02-13","20","요약","문자/알림톡 요약","","","","","","","02월 27일","",""
"2026-02-13","21","요약","이메일 내용 요약","","","","","","","02월 27일","",""
"2026-02-13","22","요약","현재 상담 결과 요약","","","","","","","02월 27일","",""
"2026-02-13","23","요약","고객 발화 요약","","","","","","","02월 27일","",""
"2026-02-13","24","요약","상담사 발화 요약","","","","","","","02월 27일","",""
"2026-02-13","25","요약","상담내용 요약","","","","","","","02월 27일","",""
"2026-02-13","26","요약","공통","","","","1. LLM Judge
 - 평가 기준(정답/과답/누락/오답) 변경 검토 (~2/11)
2. 오답 분석
 - 지정 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 개선: 현업 피드백 반영 (2/9)","","02월 13일","02월 27일","",""
"2026-02-13","27","요약","상담 제목","","","","0. LLM Judge 평가 실시
 - 660건 (~2/12)
1. 프롬프트 개선
 - 금주 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/12)","1. 프롬프트 개선
 - 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/26)
2. LLM Judge 평가 실시 (~2/26)","46065","02월 27일","",""
"2026-02-13","28","요약","일반 상담 요약","","","","1. LLM Judge 평가 데이터 분석 (오답/과답/정답)
    - ""고객발화"" Task 전체 분석 완료 예정 (~2/11)
        - (2/11 오전 기준) 127건 분석 완료
    - ""전체상담"" Task 전체 분석 완료 예정 (~2/11)
        - (2/11 오전 기준) 50건 분석 완료
        - (2/12 오후 기준) 71건 분석 완료
2. ""고객발화"" 프롬프트 개선 작업 진행 (~2/12)
    - 요약 기준강화
    - 퓨삿 보강 작업
3. ""전체상담"" 프롬프트 개선 작업 진행 (~2/12)
    - 오답유형 분석결과 반영
4. LLM Judge 평가 실시
 - 660건 (2/12)","[전체 상담]
1. 누적 평가된 오류 케이스 분석 (2/12)
2. 프롬프트 개선 작업 진행 (~2/26)
3. LLM Judge 평가 실시 (~2/26)","46065","02월 27일","",""
"2026-02-13","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/26)","46065","02월 27일","",""
"2026-02-13","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","46065","02월 27일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-13","31","요약","상담 후처리 타입 분류","","","","1. 소분류_STT 요약 데이터 기반 테스트 완료 - 76%
2. 중분류_STT 요약 데이터 기반 top-2 / top-3 테스트 완료 
 - top-2 : 60%
 - top-3: 65%
3. 중분류 top-2/top3 뽑은 후 토너먼트 판별 효과가 미비 - 40%
4. 대분류 xml 구조 변경 후 테스트 완료 - 57%
5. 대분류_STT 요약 데이터 기반 top2 - 68%
6. 대분류_STT 요약 데이터 기반_퓨샷 보강 및 호전환 우선순위 약화 - 60%
7. 대중소 일괄판단 구조로 프롬프트 변환 - 약 10% 전후
8. 대분류_STT 요약 데이터기반 top2 - 65% (약 5% 상승) /top 3 - 63%
9. 고도화하는 과정에서 퓨샷, 예외 조건 등 조건이 복잡화되면서 오분류가 증가하는 현상 발견","[대분류]
1. 080, AHL, 바이탈리티처럼 ""특정스킬 상담사의 콜에만 해당""하는 값을 활용해서 분류를 해볼 예정
2. 일반 문의 케이스 51건 기준으로 분석하여, 최대한 일반 문의 부분 오류를 줄이는 방향성으로 우선 작업
3. 보험금청구상담 부분이 여전히 일반 상담으로 분류되는 부분에 대해서 프롬프트 강화 작업 

[중분류]
1. 퓨샷 케이스 분석 및 확인 후 적용

[UXW]
1. 현재 기획서 기반 프롬프트 구축(감정/나이 분류)
2. 답변 UXW 프롬프트 개선(~1/27)
2. 관련 회의(2/20)","46065","02월 27일","","1. UXW 기획서 재확인 필요 
 - 12월 기반에는 질문 의도를 3가지로 분류하는 것이 프롬프트에 추가되어 작성이 되어있음 
 - 현재 기획서에는 감정/나이만 작성되어 있어 확인이 필요 
 - 기존에는 페르소나와 UXW이 독립적으로 테스트가 되어 각각의 테스트 GT가 다른 상황
 - 머지가 된 이후에 테스트 건을 하나로 통일해야 할 필요성이 있음"
"2026-02-13","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","46065","02월 27일","",""
"2026-02-27","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. Azure AI Search 내 한글 형태소 분석기 적용 & Top-5 조정
  - 적용된 분석기 : ko.microsoft - Nori
  - 성과 : Lexical 검색 정확도향상
             RAG Top-K 를 5까지 낮추고 정답률 진행 시 기존과 유사한 결과 획득
2. Rerank 모델 교체  --> BGE-m2 Rerank 모델","1. Re Rank 시 발생하는 데이터 품질/노이즈 체크
  - 정답 데이터 Top-K 랭킹 진입여부 검토
2. Lexical + Vector 비중 변경 테스트
  - 4개 검색 필드 조합별 Case 테스트 추가 진행
  - 최적 weight 조합 재산정","02월 27일","03월 06일","",""
"2026-02-27","8","답변","업무 매뉴얼","","","","1. Self-Consistency 3회 수행 
  - 장점 : 82.48% 정확도 달성
  - 단점 : 3회 SLM 수행으로 인해 응답속도 저하, Streaming 불가
  - 처리 : 비기능 요건으로 인해 회귀 처리
  - Insight : Qwen3-30b-a3b 모델의 성능 향상을 위한 FT 진행 시작 필요
2. Original 문서 업데이트 
  - 축약 표현을 자연어 문장 형태로 풀어서 Rewrite
  - 변경한 문서의 정답 전환율은 50% 정도 향상되었으나 오류 회귀 건수가 증가
  - 추가 실험 필요","1. Original 문서 업데이트 
  - 답변 오류 항목만 Rewrite 하지 않고, 전체 Chunk의 Rewrite 시도
2. 약어 사전 적용 테스트
3. 현업 Feedback 결과 분석 및 반영
4. RLHF 활용 Fine tuning 환경 수립","02월 27일","03월 06일","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-02-27","9","답변","PC 매뉴얼","","","","1. RAG 매칭율 향상을 위해 PC 매뉴얼의 Hybrid Search 기능 테스트
  - 기존 방식 : 문서명 기반 유사도 측정
  - 신규 방식 : important_cs[0] (상세 설명) + important_cs[1] (요약) 활용 Vector 검색
  - 성과 : 문서 Matching 율 하락 
  - 원인 파악 진행 중","1. RAG 매칭율 향상을 위해 Hybrid Search 기능 테스트
  - chunk_with_weight 제외 후 Hybrid Search 진행 테스트","02월 27일","03월 06일","",""
"2026-02-27","10","답변","상담스크립트","","","","1. 스크립트별 목적 자동 생성 후 매칭에 활용
  - 배경 : 스크립트 사용 목적 항목은 이미 Chunk에 있음에도 불구하고 Matching이 안됨
  - 시도 : GPTOSS-120b를 이용하여 스크립트 내용을 보고 자동으로 목적 추가
  - 결과 : Matching율이 기존과 유사. 효과 없는 것으로 판단되어 원상 복구
  - 원인 : 스크립트별로 따로 분석을 하니 유사한(조건만 다른 경우) 스크립트의 목적을 
             동일하게 입력하여 오히려 노이즈 발생","1. 스크립트별 목적 자동 생성 후 매칭에 활용
  - 전체 스크립트를 Rule Based로 분류하고 
    목적이 겹치지 않도록 조정하는 프로그램 테스트
  - 단점 : 향후 운영 시 관리자가 상담 스크립트를 등록할 때 기존에 동일한 목적이 
            있었는지 확인을 반드시 선행해야 함.","02월 27일","03월 06일","",""
"2026-02-27","11","답변","상품매뉴얼","","","","1. 질의 내 상품명 추출 후 검색 키워드로 활용
  - 시도 : 상품명 키워드(docnm_kwd) + 원본 질문(Content_with_weight + Vector)
  - 결과 : 10% 가량 정확도 상승
  - 추가 고려사항 : 상품 매칭 실패 시 Fallback 처리 방안 필요","1. 형태소 분석 활용 BM25 검색 추가 --> Hybrid 검색 시도","02월 27일","03월 06일","",""
"2026-02-27","12","답변","사업방법서","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","02월 27일","03월 06일","",""
"2026-02-27","13","답변","약관","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","02월 27일","03월 06일","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-02-27","14","답변","멀티턴 답변","","","","1. 학습 및 검증세트 수급","멀티턴 테스트 환경 구성","02월 27일","03월 06일","",""
"2026-02-27","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","02월 27일","03월 06일","","예측질의 학습 질답 세트 제공 요청"
"2026-02-27","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","02월 27일","03월 06일","","유도질의 학습 질답 세트 제공 요청"
"2026-02-27","17","요약","공통","","","","","","","02월 27일","",""
"2026-02-27","18","요약","이전상담 요약","","","","","","","02월 27일","",""
"2026-02-27","19","요약","직전상담 요약","","","","","","","02월 27일","",""
"2026-02-27","20","요약","문자/알림톡 요약","","","","","","","02월 27일","",""
"2026-02-27","21","요약","이메일 내용 요약","","","","","","","02월 27일","",""
"2026-02-27","22","요약","현재 상담 결과 요약","","","","","","","02월 27일","",""
"2026-02-27","23","요약","고객 발화 요약","","","","","","","02월 27일","",""
"2026-02-27","24","요약","상담사 발화 요약","","","","","","","02월 27일","",""
"2026-02-27","25","요약","상담내용 요약","","","","","","","02월 27일","",""
"2026-02-27","26","요약","공통","","","","","","02월 27일","03월 06일","",""
"2026-02-27","27","요약","상담 제목","","","","1. 프롬프트 개선
 - 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/26)
2. LLM Judge 평가 실시 (~2/26)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)","02월 27일","03월 06일","",""
"2026-02-27","28","요약","일반 상담 요약","","","","[전체상담내용, 고객발화내용]
1. 누적 평가된 오류 케이스 분석 (2/12)
2. 프롬프트 개선 작업 진행 (~2/26)
3. LLM Judge 평가 실시 (~2/26)","[전체상담내용, 고객발화내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/6)
3. LLM Judge 평가 실시 (3/6)","02월 27일","03월 06일","",""
"2026-02-27","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","",""
"2026-02-27","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-27","31","요약","상담 후처리 타입 분류","","","","[대분류]
결과: 일반분류 부분의 오류 사항을 분석해서 아래와 같이 수정한 후 5% 상승
1. 기존 v11.6 프롬프트 구조 100% 유지
2. Step 2(안내만 vs 실제 처리)에 ""일반 상담으로 분류해야 하는 구체적 패턴"" 추가
3. Step 5(복합 상담)에 ""청약철회는 일반 상담"" 규칙 재강조
4. Step 6(Self-Correction)에 일반 상담 과분류/과소분류 검증 항목 추가
5. 기타문의 판별 가이드 Step 4에 추가

[중분류]
1. 퓨샷 케이스 분석 및 확인 후 적용 예정

[소분류]
1. 현재 소분류는 선택
2. ""없음' 케이스가 많은 상태로, 프롬프트 내 없음을 가장 우선순위로 결정한 후 76% hit 

[UXW]
1. 현재 기획서 기반 프롬프트 구축 및 1차 테스트 완료(감정/나이 분류)
 ㄴ 기존 테스트 set 기반 감정은 약 70% 확률로 구분하는 것으로 보임
2. 관련 이슈 확인 요청(~27일)","[대분류]
1. 오류케이스 분석 및 퓨샷 및 규칙 추가 

[중분류]
1. 오류케이스 분석 및 퓨샷 및 규칙 추가 

[소분류]
1. 현재 소분류는 선택
2. ""없음' 케이스가 많은 상태로, 프롬프트 내 없음을 가장 우선순위로 결정한 후 76% hit 
3. 오류케이스 분석 및 퓨샷 추가 

[UXW]
1. 어조 규칙 프롬프트 고도화 
2. 페르소나+전체 어조 규칙 추가 및 테스트","02월 27일","03월 06일","","UXW 연령, 감정 대응 방식 재검토 

1. 테스트 결과 
- 연령별 어투 변경 : 연령대별(65세 미만, 이상) 차별화된 톤 적용 검토 
- 감정 기반 어투 변경 : 단일 질문을 통한 차별화된 톤 적용 검토 

2. 주요 이슈 및 한계점
- 답변 일관성 저하 : 연령별로 톤을 강제로 분리할 경우, 전체적인 일관성 훼손이 있음
- 기술적 제약(멀티턴 이슈) : 단일 질문만으로는 감정 판단이 어렵고, 시스템상 문맥을 유지하는 멀티턴 기능엔 한계가 있어 실질적 효용성 낮음 
- 데이터 입력 방식의 한계: 상담사가 메시지를 복사/붙여넣기 하는 방식으로는 적시성 있는 감정 파악 및 대응이 불가능 

3. 향후 대응 방안
- 연령별 어투: 서비스 안정성을 위해 미적용 
- 감정 대응: 상담사가 프롬프트를 통해 상황과 감정을 직접 설명하고, 대응안을생성 요청하는 방식으로 가이드 정립"
"2026-02-27","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","",""
"2026-03-06","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. Re Rank 시 발생하는 데이터 품질/노이즈 체크
  - 정답 데이터 Top-K 랭킹 진입여부 검토
2. Lexical + Vector 비중 변경 테스트
  - 4개 검색 필드 조합별 Case 테스트 추가 진행
  - 최적 weight 조합 재산정","","03월 06일","","",""
"2026-03-06","8","답변","업무 매뉴얼","","","","1. Original 문서 업데이트 
  - 답변 오류 항목만 Rewrite 하지 않고, 전체 Chunk의 Rewrite 시도
2. 약어 사전 적용 테스트
3. 현업 Feedback 결과 분석 및 반영
4. RLHF 활용 Fine tuning 환경 수립","","03월 06일","","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-03-06","9","답변","PC 매뉴얼","","","","1. RAG 매칭율 향상을 위해 Hybrid Search 기능 테스트
  - chunk_with_weight 제외 후 Hybrid Search 진행 테스트","","03월 06일","","",""
"2026-03-06","10","답변","상담스크립트","","","","1. 스크립트별 목적 자동 생성 후 매칭에 활용
  - 전체 스크립트를 Rule Based로 분류하고 
    목적이 겹치지 않도록 조정하는 프로그램 테스트
  - 단점 : 향후 운영 시 관리자가 상담 스크립트를 등록할 때 기존에 동일한 목적이 
            있었는지 확인을 반드시 선행해야 함.","","03월 06일","","",""
"2026-03-06","11","답변","상품매뉴얼","","","","1. 형태소 분석 활용 BM25 검색 추가 --> Hybrid 검색 시도","","03월 06일","","",""
"2026-03-06","12","답변","사업방법서","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","03월 06일","","",""
"2026-03-06","13","답변","약관","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","03월 06일","","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-03-06","14","답변","멀티턴 답변","","","","멀티턴 테스트 환경 구성","","03월 06일","","",""
"2026-03-06","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","","03월 06일","","","예측질의 학습 질답 세트 제공 요청"
"2026-03-06","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","","03월 06일","","","유도질의 학습 질답 세트 제공 요청"
"2026-03-06","17","요약","공통","","","","","","02월 27일","","",""
"2026-03-06","18","요약","이전상담 요약","","","","","","02월 27일","","",""
"2026-03-06","19","요약","직전상담 요약","","","","","","02월 27일","","",""
"2026-03-06","20","요약","문자/알림톡 요약","","","","","","02월 27일","","",""
"2026-03-06","21","요약","이메일 내용 요약","","","","","","02월 27일","","",""
"2026-03-06","22","요약","현재 상담 결과 요약","","","","","","02월 27일","","",""
"2026-03-06","23","요약","고객 발화 요약","","","","","","02월 27일","","",""
"2026-03-06","24","요약","상담사 발화 요약","","","","","","02월 27일","","",""
"2026-03-06","25","요약","상담내용 요약","","","","","","02월 27일","","",""
"2026-03-06","26","요약","공통","","","","","","03월 06일","03월 13일","",""
"2026-03-06","27","요약","상담 제목","","","","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)","1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","03월 06일","03월 13일","",""
"2026-03-06","28","요약","일반 상담 요약","","","","[전체상담내용, 고객발화내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/6)
3. LLM Judge 평가 실시 (3/6)","[전체상담내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/11)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/12)
3. LLM Judge 평가 실시 (3/12)

[고객발화내용, 상담사발화내용]
1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","03월 06일","03월 13일","",""
"2026-03-06","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","03월 06일","03월 13일","",""
"2026-03-06","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","03월 06일","03월 13일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-03-06","31","요약","상담 후처리 타입 분류","","","","[대분류]
1. 오류 케이스 분석 중
2. GT를 Top2를 받아서 뽑아온 Top1이 이 안에 들어갈 수 있는지로 테스트하는 방향성 제안
3. 현재 프롬프트 구조가 step2에서 일반 상담 필터를 거친 후 step3에서 업무별 세부 분류를 하고 있음 
- 일반상담이 ""제지급요청""/ ""변경관련"" / ""호전환"" / ""보험금청구상담""으로 오분류 
- ""보험금 청구 상담""을 일반상담으로 분류가 되고 있음 

[중분류]
1. 오류케이스 분석 중

[소분류]
1. 오류 케이스 분석 중

[UXW]
1. 페르소나 프롬프트 고도화 
 - 연령 제외 결정 
 - 감정 테스트 set 100건 요청 
 - 감정 프롬프트 고도화 예정
2. 최종 어조 프롬프트 고도화 및 테스트
 - 정보 안내형 고도화 후 테스트 
   이슈사항
    1) 불렛 영역 항목은 명사형이 아닌 문장형으로 표현되는 경우가 있음 
    2) 의료법->「의료법」 법은 홑낫표로 표기가 어려움 
 - 정보 확인형은 고도화 중
3. 감정 + 정보 안내/확인형 workflow 완성
4. 현재 UXW 요구사항 중 기능 구현이 기한 내 불가능한 케이스 확인 중
 - 용어 아카이브  반영 필요
 - 정보 확인형/안내형 Type 관련 AI 판단여부 확인필요
 - 텍스트 속성 스타일링 관련 문의
 - 자료제공에 대한 가능여부와 범위파악 안내
 - 문장 중 용어 설명 주석처리
 - 답변 생성 중 타이핑인디케이터 메시지 적용","[대분류]
1. 오류케이스 분석 후 리포트

[중분류]
1. 오류케이스 분석 후 리포트

[소분류]
1. 오류케이스 분석 후 리포트

[UXW]
1. 감정 분류(평온/슬픔/화남) 테스트 
2. 멀티턴 시 감정 트리거 부분 테스트(dify)
3. 감정 + 최종 어조 프롬프트 병합 후 테스트","03월 06일","03월 13일","","UXW 감정_테스트 셋 요청건 검토 필요"
"2026-03-06","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","","03월 06일","03월 13일","",""
"2026-03-13","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. 정답 데이터 청크 매칭
- 각 카테고리별 정답지의 Chunk_id를 골든셋 기준으로 매칭 및 검증
2. 데이터 확인 및 비교
- 기존 정답지와 골든셋 간 데이터 정합성 비교
- 불일치 항목 식별 및 정리
3. 프롬프트 정확도 개선 실험
- 단순 및 복합 프롬프트 Ablation 테스트: 포지티브/네거티브, 지시 등의 프롬프트 단일 및 결합 테스트
4. RAG 검색 개선
- Hybrid Search + Reranker + 청크 최적화
- Query Expansion 테스트
- Context Refinement: LLM 스코어링 → 상위 1~3개 필터 테스트, 노이즈 제거 및 정제된 컨텍스트로 답변 품질 향상
5. Qwen3-30B 모델 튜닝
- GPU #6 학습 전용 환경 구축
- SFT 학습 데이터 설계 (6개 카테고리 2,608건)
- Unsloth Attention/MoE fused 커널 기반 학습 착수
- DPO/ORPO 페어 데이터 설계
- Thinking Mode 해결: <think> 태그 출력 이슈 근본 해결로 Dify Structured Output 안정성 확보
- MoE Expert 도메인 특화: 128개 Expert 중 활성 Expert의 가중치를 보험 도메인에 맞게 미세조정
6. 오답노트 작성
- 카테고리별 오답 케이스 분석 및 원인 정리
- 오답 유형 패턴 분류 (검색 실패 / 문서 매칭 실패 / 답변 생성 오류)","1. SFT 최적 모델 확정 (LlamaFactory vs Unsloth 비교)
2. DPO 학습 실행 (beta=0.1, 선호도 학습)
3. ORPO 학습 실행 (Ref 모델 불필요, VRAM 절약)
4. SimPO 추가 실험
5. 6개 카테고리 2,608건 전수 평가
6. Phase 1 KPI 판정 (WM≥85%, 전체≥80%)
- LLM 전환율 74% → 목표 85%+
- 프롬프트 최적화 한계 도달 후 모델 자체 능력 개선으로 도메인 특화 답변 생성 강화
- 오답률 20.3% → 목표 10% 이하: 도메인 용어/패턴/보험 약관 구조를 모델 가중치에 직접 학습
- 소답률 2.1% → 목표 1.5%: 필요 정보 누락 감소
- 환각 거절 능력 확보: Negative 샘플 학습으로 검색 실패 시 ""정보 없음"" 응답 생성
- MoE Expert 도메인 특화: 128개 Expert 중 활성 Expert의 가중치를 보험 도메인에 맞게 미세조정
7. RAG 검색 개선
- Hybrid Search + Reranker + 청크 최적화
- Query Expansion 테스트
- Context Refinement: LLM 스코어링 → 상위 1~3개 필터 테스트, 노이즈 제거 및 정제된 컨텍스트로 답변 품질 향상","03월 13일","03월 20일","",""
